"nome","resumo","coordenador"
"ECONOMIA É PARA TODOS","Este projeto era um sucesso antes da pandemia tanto de público quanto de crítica recebendo excelentes avaliações. Foi descontinuado com a pandemia e agora volta com força total em uma inédita parceria entre economia e administração ou seja fce e faf. Para se ter uma ideia do alcance e sucesso do economia é para todos (eept) no pré-pandemia visite: https://www.Uerj.Br/agenda/8528/economia-e-para-todos/ e atente ao cartaz em https://www.Uerj.Br/wp-content/uploads/2019/10/economia-e-para-todos.Jpg convidamos também a visitar nosso www.Facebook.Com/economiaeparatodos . Estamos no momento criando um instagram próprio. A economia é muitas vezes um mistério para o leigo. E por outro lado pode ser extremamente útil no seu dia-a-dia. A economia a gestão das finanças domésticas num país de maioria adulta endividada o planejamento financeiro básico para um mei ou pequeno negócio familiar são o foco principal deste projeto e sua metodologia. Mas vai além: queremos formar melhores eleitores uma sociedade aberta ao diálogo e menos polarizada. A economia é também sobre isso sobre colocar na balança custos e benefícios analisar alternativas e sobretudo escutar opiniões diversas e encontrar consensos. O eept começou no formato de palestras curtas entre 17h30 e 18h00 em auditório na faculdade de ciências econômicas em 2017. Em 2024 atuou em colégios públicos principalmente. Em 2025 obtendo um bolsista esperamos retomar o formato presencial na fce-uerj.","Rafael Pinho Senra De Morais"
"NÚCLEO DE ESTUDOS EM TURISMO COMUNICAÇÃO E AFETOS","Com o presente projeto busca-se a continuidade dos trabalhos do núcleo de estudos em turismo comunicação e afetos (netca) que reune esforços de aprofundamento teórico e prático nas temáticas que o intitulam — turismo comunicação e afetos. A partir disso a ideia é reunir as ações extensionistas idealizadas por seu professor coordenador considerando-se que já estão em andamento. A primeira delas foi situada como o projeto “cineturismo na uerj” cadastrado no segundo semestre de 2023 e que agora se mantém como ação contínua. Trata-se de um ciclo de cinema temático em que conteúdos mormente relacionados ao turismo — mas também adjacentes — são postos em evidência para o público participante por meio da exibição de produtos audiovisuais. Assim a partir de obras selecionadas sejam ficcionais ou documentais há aprofundamento em discussões teóricas e práticas conectadas ao fenômeno turístico e suas atividades características. Então a partir do convite feito a diferentes atores ligados à academia e/ou ao mercado de trabalho do campo visamos ampliar os horizontes críticos com relação aos motes tratados e ao repertório cultural. Isto posto a proposta também trabalha o uso das mídias como recursos didáticos e a formação de público valorizando a construção coletiva do conhecimento e a arte. Junto a isso como segunda ação central propõe-se a continuidade do podcast “o mundo do turismo” produzido em parceria com o laboratório de áudio da faculdade de comunicação social mais especificamente por meio do projeto de extensão “ateliê do podcast” coordenado pelo professor filipe mostaro. Presentemente no período de redação da presente proposta o programa possui doze episódios gravados os quais debatem contando com diversidade de convidados da academia e do mercado de trabalho temáticas diretamente associadas ao turismo. O programa conta com perfil no instagram e os episódios podem ser acessados gratuitamente nos agregadores de podcast e no youtube.","Lucas Gamonal Barra De Almeida"
"PODCAST PATRIMÔNIO - LIVRO DE REGISTROS SONORO","O projeto de extensão ""podcast patrimônio - livro de registros sonoro"" é uma proposta de valorização e divulgação da cultura tradicional brasileira. Ele consiste no desenvolvimento produção e distribuição de um podcast narrativo/documental com cerca de 40 minutos de duração por episódio chamado patrimônio focado em narrativas e histórias de vida relacionadas ao patrimônio cultural de natureza imaterial. Cada temporada será dedicada a uma manifestação registrada sendo que para 2025 a proposta é nos concentrarmos no tema ""condição carioca ou carioquice"". Esta foi registrada como patrimônio imaterial do município pelo decreto 39797 de 2015 via irph. Serão 5 episódios dedicados aos temas presentes no decreto que considera a condição carioca como um estado mental espiritual corpóreo gestual e linguístico. O projeto vai integrar o guarda-chuva de atividades do laboratório de podcasts narrativos da uerj que já tem expertise na produção de material neste formato. Em cada episódio o aluno/apresentador vai alterar sua narração com entrevistas e materiais de acervo onde se desenrolam falas de personagens que representam e personificam a manifestação selecionada e de especialistas que vão explorar mais sobre como funciona o processo de registro e a importância do patrimônio imaterial este tesouro que diferente da pedra e do cal são invisíveis e podem facilmente ter seu valor diminuído. Como contrapartida social o projeto se compromete a oferecer oficinas virtuais gratuitas voltadas especialmente para a comunidade externa e promover a discussão pública sobre o tema das identidades cariocas em seus vários territórios.","Andriolli De Brites Da Costa"
"FOFA- A REVISTA DA FAF.","Acompanhar todos os acontecimentos de uma universidade e mais especificamente de uma determinada unidade é um desafio tanto para alunos quanto para professores. O ambiente em uma universidade contém vários fatores e possui uma rotina que envolve muitas variáveis de diferentes áreas. Comumente os alunos ingressam um uma turma fazem amizade mas com os passar do tempo já a partir do terceiro período se separam por inúmeros fatores como estágios eletivas ou até mesmo reprovações em alguma disciplina ou oferta de vagas. Agremiações como centros acadêmico e centros esportivos ajudam a formar novos grupos mas ainda assim a união por meio de um veículo único se torna praticamente impossível. Considerando ainda as diversas oportunidades que uma universidade como a nossa oferta e a disseminação de informações por canais diversos muitas vezes os alunos ficam perdidos com oportunidades que poderiam aproveitar (bolsas estágios ofertas de cursos de línguas intercâmbios e programas). Além disso as graduações do mesmo curso não conversam fazendo com que essa troca entre universidades se perca. Pode-se ainda inferir que o sentimento de “pertencimento” de ver seus projetos destacados de ter apreciação dos colegas por algo que realizou dentro da universidade não tem qualquer visibilidade para os colegas de curso e para os outros professores. A revista fofa vem preencher esta lacuna abrangendo matérias que promovem e divulgam as atividades da faculdade de administração e finanças (faf) ajudando a conectar alunos professores e a faf com empresas interessadas em divulgar vagas de estágio e bolsas e todos os interessados em fazer faculdade nos cursos de administração e contabilidade. Além destes pontos a revista pretende desenvolver e estimular o interesse de todos por acompanhar a rotina da vida acadêmica podendo alcançar também um público que busca dados para decidir que curso de graduação fazer ou retomar seus estudos.","Marcela Lobo Francisco"
"CAPRINT: DESIGN GRÁFICO NA SALA DE AULA","O projeto de extensão caprint busca integrar a universidade e a escola por meio do design promovendo oficinas de produção gráfica para alunos do 9º ano do ensino fundamental e do ensino médio do colégio de aplicação da uerj (cap uerj). Também estará aberto a servidores docentes técnicos e membros da comunidade escolar e universitária incentivando a troca de conhecimentos e a participação ativa na criação gráfica. A iniciativa se baseia em seis anos de experiências exitosas nos quais campanhas como setembro amarelo e semana da consciência negra resultaram na produção de adesivos botons e cartazes distribuídos na escola. O projeto se fortalece com a estruturação do laboratório de design equipado em 2023 e 2024 com apoio da faperj oferecendo um ambiente para experimentação e aprendizado técnico. Além das campanhas em 2023 alunos produziram o livro interativo ""livre: um livro de imagens sobre gênero"" abordando a liberdade de gênero. O projeto teve grande repercussão acadêmica e foi apresentado em seminários na uerj. Em 2023 e 2024 oficinas de capas de discos permitiram aos estudantes explorar a história do vinil no brasil recriando capas inspiradas em movimentos musicais como bossa nova samba e tropicalismo no contexto da ditadura militar. O caprint também propõe a criação de um jornal escolar produzido pelos próprios alunos com aulas de diagramação e design editorial dando voz ao corpo discente servidores e colaboradores fortalecendo a identidade e o diálogo na escola. O projeto destaca-se ainda pela interdisciplinaridade promovendo o diálogo entre diferentes disciplinas no cap uerj ampliando o aprendizado e tornando a experiência mais enriquecedora. Desta forma o caprint incentiva a criatividade o pensamento crítico e a autonomia consolidando o design gráfico como ferramenta de expressão inclusão e transformação.","Raoni Moreno Rosa De Albuquerque"
"ENCONTRO COM A CIÊNCIA","Este projeto de divulgação científica visa democratizar o conhecimento científico e tecnológico por meio de debates públicos em praças bares e cafés conduzidos por especialistas professores pesquisadores e alunos. Este projeto será desenvolvido por professores e alunos da faculdade de tecnologia (fat-uerj) de cursos de engenharia e abordará principalmente mas não somente temas como inteligência artificial energia nuclear meio ambiente e automação industrial. O projeto segue um cronograma semestral com eventos mensais que combinam palestras introdutórias e debates interativos permitindo a participação ativa do público. Além disso o projeto incentiva a produção de material de divulgação científica com a manutenção de uma página web para divulgação dos temas debatidos. O ponto principal do projeto é a valorização popular da ciência e tecnologia incerindo esses temas no cotidiano da população resendence. Com isso buscamos um maior engajamento e reflexão sobre seu papel no desenvolvimento social e cotidiano da população estimulando o raciocínio crítico sobre este assunto e inserindo a população no debate sobre a produção científica e tecnológica.","Igor Figueiredo Justo"
"AUDIOLAB - LABORATÓRIO DE ÁUDIO FCS UERJ","O projeto tem como objetivo aperfeiçoar e estruturar toda a produção jornalística extensionista de ensino e científica do audiolab – laboratório de áudio da faculdade de comunicação social da uerj. O audiolab que também é uma unidade de desenvolvimento tecnológico (udt) funciona como local de ensino dos alunos da fcs fornecendo a oportunidade de experimentar linguagens formatos e pesquisar a aplicação de técnicas jornalísticas na produção em mídia sonora no âmbito da graduação e pós-graduação (stricto e lato sensu). Hoje temos 52 alunos da graduação e da pós entre estagiários bolsistas e voluntários participando das atividades dos cinco projetos de extensão e sete projetos de estágio interno complementar desenvolvidos pelo laboratório. Temos anualmente mais de 300 horas de produção jornalística que abastece o nosso canal no youtube e no radiotube mais de 100 episódios em formatos de podcast nas principais plataformas de mídia sonora e mais de 600 publicações nas redes sociais dos projetos e do laboratório. Todos os programetes e reportagens são disponibilizados para download gratuito no perfil do audiolab no portal colaborativo radiotube acessado por ativistas de mais de 600 rádios comunitárias de todo o brasil multiplicando assim o alcance da iniciativa. Desde 2014 já disponibilizamos mais de 720 reportagens e programas. Já contabilizamos mais de 310 mil acessos e mais de 28 mil downloads nesse portal. No youtube temos mais de 120 mil visualizações e mais de 1.000 inscritos. Nossas redes sociais possuem mais de 5.000 seguidores. Com todo esse conteúdo os bolsistas vão: a) coordenar as publicações em nossas redes sociais; b) dar o suporte técnico nas edições de áudio e de vídeos uma demanda oriunda da fusão entre mídias presente no cenário da convergência; e c) auxiliar nas oficinas abertas ao público em geral. Desta forma com a conquista das bolsas teremos um apoio fundamental para expandir nossas atividades e tornar cada vez mais acessível","Gisele Vazquez Sobral"
"FFPALEONTO - DIVULGAÇÃO DA PALEONTOLOGIA PELA FFP/UERJ","Paleontologia é a ciência que investiga o passado do planeta e dos organismos através do estudo dos fósseis (principalmente) e seus conhecimentos remetem a teorias sobre a evolução origem dos grupos de vegetais e animais mudanças climáticas transformações dos continentes (deriva continental) extinções em massa entre outros. As expedições de campo frequentemente propagandeadas como atividades de aventura mexem e incitam a imaginação do público em geral. De todos os organismos extintos tratados pela paleontologia sem dúvidas os dinossauros são os mais conhecidos e populares servindo como abre-alas desta ciência. A fascinação do público sempre acompanhou essas bestas pré-históricas catapultados recentemente com a franquia de filmes jurassic park e jurassic world. No sentido de divulgar a paleontologia de maneira a mais ampla possível a nível regional e nacional objetiva-se abordar temas e discussões da paleontologia através das mídias digitais (especialmente instagram e youtube). Essa divulgação será feita pelo estagiário e ocorrerá através de postagens semanais de trabalhos notícias e assuntos ligados à paleontologia (sejam atuais ou históricos) que estão disponíveis e/ou circulando na internet fóruns para diálogos e debates além de palestra mensal e online de tema relacionado à paleontologia ministrado por convidado especialista sobre. Além da divulgação de assuntos de interesse que estão sendo debatidos na atualidade o projeto também divulgará as atividades e projetos do laboratório de paleontologia de são gonçalo (lapasgo/ffp/uerj) bem como atividades realizadas e resultados obtidos por outras instituições de pesquisa e extensão com ênfase naquelas do estado do rio de janeiro (e.G uerj [fge e ibrag] ufrj [degeo e museu nacional) ufrrj unirio museu de ciências da terra etc.).","André Eduardo Piacentini Pinheiro"
"PPGEO EM REDE: A CIÊNCIA GEOGRÁFICA NA PALMA DA MÃO","O projeto propõe a popularização da ciência geográfica e a divulgação dos trabalhos acadêmicos desenvolvidos por discentes e docentes do programa de pós-graduação em geografia (ppgeo) colaborando no enfrentamento à infodemia à desinformação e ao negacionismo científico. A iniciativa reconhece o papel estratégico na atualidade da comunicação digital especialmente nas redes sociais como canal de aproximação entre universidade e sociedade. O objetivo central é tornar o conhecimento geográfico acessível e atrativo ampliando seu alcance e fortalecendo sua função social. A metodologia envolve a transposição das pesquisas produzidas para linguagens multimodais e acessíveis e a produção de conteúdos para instagram e tiktok do ppgeo. As atividades serão conduzidas por uma equipe interdisciplinar composta por graduandos pós-graduandos docentes e pesquisadores. A produção de vídeos curtos infográficos cards e podcasts seguirão critérios de rigor científico e adaptação à linguagem digital priorizando temas de maior relevância social. Dentre os resultados espera-se o fortalecimento e visibilidade do ppgeo o estímulo ao interesse pela ciência geográfica o combate à desinformação em temas contemporâneos e a formação ampliada dos envolvidos. Espera-se ainda que o projeto se torne referência em divulgação científica no campo da geografia contribuindo para uma universidade mais aberta crítica e socialmente referenciada.","Antonio Carlos Da Silva Oscar Júnior"
"REPOSITÓRIO DIGITAL DE ARQUIVOS DE DESIGN","O repositório digital de arquivos de design é uma iniciativa deste projeto de extensão universitária voltado para a organização e disponibilização de arquivos digitais em 2d ( desenhos técnicos render digitais gifs ilustrações digitais etc.) e 3d (usados em impressão 3d corte laser centros de usinagem computadorizados etc.) produzidos por alunos e professores do curso de design e arquitetura bem como por estudantes e docentes de outros cursos da graduação e pós-graduação da universidade que será realizado em parceria com os recursos do sistema de gestão de acervos digitais (sophia biblioteca) da rede de bibliotecas uerj – rede sirius. Alunos de escolas públicas também poderão contribuir com arquivos ampliando o impacto do projeto. O acervo será acessível a toda a comunidade acadêmica e instituições parceiras como escolas estaduais e municipais. Todos os arquivos serão disponibilizados sob licenças creative commons promovendo o compartilhamento de conhecimento e incentivando boas práticas de propriedade intelectual.","Pedro Zöhrer Rodrigues Da Costa"
"NESA NAS REDES: COMUNICAÇÃO EM SAÚDE PARA ADOLESCENTES E JOVENS","Em uma sociedade cada vez mais digitalizada as redes sociais estão se constituindo como um importante espaço de sociabilidade e constituição de direitos. A partir dessa premissa o presente projeto tem como objetivo desenvolver e implementar estratégias de promoção de saúde para adolescentes e jovens de 12 a 24 anos atendidos ou não pelo núcleo de estudos da saúde do adolescente (nesa) utilizando as redes sociais como ferramentas de comunicação e engajamento ao implementar estratégias diversas que possibilitem a melhora na qualidade de vida dessa população. As redes sociais podem então de forma eficaz promover a saúde e o bem-estar de adolescentes e jovens. Isso porque é fundamental educar esse público-alvo sobre o uso crítico e consciente das redes sociais incentivando-os a buscar informações confiáveis e a proteger a saúde física e mental. Além disso também podemos aproveitar o potencial da juventude como agentes multiplicadores e disseminadores de informações em saúde e assuntos relacionados a vida de adolescentes e jovens.","Cássia Ferreira Andrade"
"GEOGRAFIA NAS TELAS: LINGUAGEM AUDIOVISUAL E PRÁTICA PEDAGÓGICA NA FORMAÇÃO DOCENTE EM GEOGRAFIA","O presente projeto busca promover a linguagem audiovisual como parte dos processos de ensino e aprendizagem em geografia. Muito se fala sobre o papel das imagens no ensino contemporâneo ressaltando a necessidade do desenvolvimento de competências e habilidades críticas para a leitura de produtos audiovisuais. Em uma era de intensa produção de discursos por meio de imagens editadas o contato com essa linguagem e a compreensão de seu funcionamento torna-se um conhecimento fundamental para a formação docente e discente. Tendo como ponto de origem um curso de uma disciplina eletiva universal ofertada desde 2008 no departamento de geografia humana da universidade do estado do rio de janeiro intitulada geografia e cinema esse projeto tem desenvolvido filmes com estudantes da graduação da uerj tendo como objetivo a alfabetização dos discentes na linguagem audiovisual e a produção de filmes sobre as dinâmicas espaciais urbanas que possam ser apropriados no universo escolar. Os filmes produzidos na disciplina são completamente concebidos pelos estudantes e são eles que também propõem possíveis sequencias didáticas ou atividades práticas para que os filmes possam ser apropriados em sala de aula tendo sempre como objetivo central debater as escolhas técnicas e narrativas que possibilitaram a comunicação a partir dos materiais audiovisuais. Todos os filmes feitos no projeto ficam também disponíveis na internet possibilitando que estes sejam apropriados em outros contextos e sirvam de inspiração para mais projetos sobre alfabetização visual.","Andre Reyes Novaes"
"O AFETO AUSENTE: DIGITAL STORYTELLING RECONECTANDO AFETO E COGNIÇÃO NA COMUNICAÇÃO E NA APRENDIZAGEM","O projeto “o afeto ausente: digital storytelling reconectando afeto e cognição na comunicação e na aprendizagem” surge dos resultados de pesquisas e ações extensionistas anteriores desenvolvidas pelo laboratório de mídias digitais (lmd) do ppgcom/uerj que investiga desde 2007 como as mídias digitais e produtos de entretenimento estimulam o desenvolvimento de habilidades cognitivas em jovens. Este projeto tem como objeto abrir espaços para atividades de contação de histórias digital (digital storytelling) junto a estudantes e professores em escolas do ensino fundamental ii (6º. Ao 9º. Ano) por meio de procedimentos metodológicos do digital storytelling e outras formas de criar narrativas. O objetivo geral da pesquisa é identificar de que modos metodologias de contação de histórias a partir de recursos de comunicação multimodais (digital storytelling rpg vídeos documentários e outros) podem reconectar cognição e afeto fazendo emergir processos comunicacionais e educacionais mais democráticos e inclusivos. Os fundamentos teóricos partem de autores (nuñez-janes thornburg & booker 2017; sodré 2012; bettochi 2021; harris & schultz 1993) que entendem letramentos e aprendizados para além de sua dimensão cognitiva introduzindo estratégias sensíveis e afetivas. A metodologia usada é a da pesquisa-intervenção que afirma que “há inseparabilidade entre conhecer e fazer entre pesquisar e intervir: toda pesquisa é intervenção” (passos e barros 2009 p. 17). Como resultados esperamos que a produção de digital storytelling ajude a compreender que tipos de letramentos e interações emergem quando reconectamos cognição e afeto e qual o papel da mediação tecnológica nesses processos. Articularemos as atividades de ensino pesquisa e extensão integrando os alunos e professores do ensino fundamental da rede pública com professores e alunos de graduação e de pós-graduação da uerj. O projeto prevê ainda o desenvolvimento de produtos tecnológicos pelo lmd para o ensino.","Fatima Cristina R. Martins De Oliveira"
"CONECTA EXTENSÃO: FORTALECENDO A VISIBILIDADE E EFICÁCIA DAS AÇÕES DE EXTENSÃO NA UERJ – CONECTEXT","O projeto conecta extensão conectext tem como objetivo principal apoiar e fortalecer os projetos cursos e eventos de extensão cadastrados na uerj ampliando sua visibilidade eficácia aumentando assim seu impacto social. O projeto prevê a construção de uma rede colaborativa de forma a oferecer recursos visando melhorar a comunicação dessas ações além de fomentar parcerias intradisciplinares interdisciplinares e multidisciplinares. Esta proposta inclui a continuidade aproveitamento e utilização do projeto “conectext – conectando a extensão” projeto protec aprovado no edital de nº 01/2022. O projeto com 2 anos de realização atuou divulgando as ações de extensão na uerj promovendo encontros e realizando entrevistas tendo como público alvo os servidores técnicos administrativos (conforme exigência do edital). O conectext já dispõe de um perfil na rede social do instagram @conectext.Uerj e canal do youtube @conectextuerj que serão mantidos nesse projeto como forma de alcançar os objetivos propostos. Uma nova proposta está em processo de submissão ao edital prointec - 2025 onde sendo aprovado dará continuidade ao trabalho realizado até o momento incluindo alguns aspectos da pesquisa científica. O conectext apoiará campanhas de divulgação de projetos cursos oficinas e eventos de extensão tanto virtuais como presenciais. Desta forma espera-se aumentar o alcance destas ações expandir sua base de apoio e consequentemente gerar um maior impacto social para as comunidades atendidas além de estimular a interação dialógica. Além disso o conecta extensão buscará estimular e apoiar uma cultura de colaboração entre os projetos e facilitar o intercâmbio de boas práticas fortalecendo a rede de projetos de extensão e promovendo a inovação contínua nas ações realizadas.","Thaísi Azevedo Barreto De Andrade"
"ESG NA COMUNICAÇÃO DE MARCCAS","● o projeto tem como objetivos principais a divulgação da pesquisa sobre esg – environmental social and governance – em português ambiente social e governança como estratégia discursiva de marcas para potencializar reputação corporativa e o aprimoramento do conhecimento teórico e técnico das alunas e alunos da faculdade de comunicação da uerj (fcs). As políticas de esg se tornaram uma das mais importantes do ambiente corporativo e a comunicação tem um papel central nesse processo. Nesse sentido a pesquisa começou a ser desenvolvida por esta proponente no fim do ano passado no âmbito do laboratório de comunicação cidade e consumo (lacon) coordenado pelo professor ricardo ferreira freitas. A disseminação desse conhecimento acadêmico se dará por meio de produção de conteúdo para o blog e as redes sociais do laboratório; organização de eventos; produção de podcast e vídeos procurando atingir públicos diversos. O projeto envolverá graduandos de relações públicas e de jornalismo nas dinâmicas profissionais de comunicação bem como na leitura e produção de textos acadêmicos. Importante ressaltar que o projeto elaborado pela proponente para a realização da segunda edição do evento “berro! Expressão e comunicação lgbtqiapn+” no segundo semestre de 2025 foi aprovado no edital faperj n° 20/24 – programa de apoio à organização de eventos científicos tecnológicos e de inovação do estado do rio de janeiro. A diversidade e a inclusão são um dos sustentáculos das ações de esg. O planejamento a organização e a ampla divulgação deste evento possibilitarão experiências técnicas ao bolsista extensionista e aos alunos envolvidos. E as discussões nele propostas contribuirão para desmistificar certas percepções e pré-conceitos acerca das narrativas subjetividades e vivências de pessoas lgbtqiapn+.","Vania Oliveira Fortuna"
"INOVA+AÇÃO- APRENDIZAGEM ATIVA PARA EMPREENDEDORES DO FUTURO","O projeto inova+ação propõe a criação de um programa de desafios gamificados com o objetivo de fomentar a inovação e o empreendedorismo no contexto universitário e regional. Por meio de metodologias ativas e abordagens lúdicas o projeto visa engajar estudantes professores servidores e comunidade externa na cocriação de soluções para desafios reais das mais diversas áreas como sustentabilidade cidades inteligentes indústria 4.0 saúde e educação. Além dos eventos principais serão realizadas trilhas de aprendizagem oficinas mentorias e atividades de imersão. As propostas serão acompanhadas pela incubadora sul fluminense sendo potencializadas como empreendimentos inovadores. A integração com disciplinas permitirá que os alunos vivenciem o conhecimento na prática contribuindo para sua formação cidadã e profissional. Inova+ação também promoverá a aproximação entre universidade setor produtivo e comunidade estimulando o desenvolvimento regional por meio da inovação.","Luciana Moreira Ferreira"
"CINECLUBE CINEMA NOVE","O projeto de extensão cinema nove é um cineclube que visa construir um diálogo crítico na relação entre público cinema e história. Considerando os streamings e o conteúdo cinematográfico contido em suas plataformas e nos demais meios de comunicação se conclui que em sua maioria os filmes abordam predominantemente o recorte histórico do anos 2000 e 2010 deixando de lado por conta de seu viés nitidamente mercadológico produções cinematográficas que constituem e constituíram a trajetória do cinema como arte. Como agravante todas essas plataformas são privadas o que afunila ainda mais o acesso do grande público a essas obras. O cinema nove nesse sentido busca por meio da proposta de cineclube trazer filmes não contemplados pelas grandes plataformas e canais de comunicação estreitando a relação do público interno e externo da uerj com obras muitas vezes fora de circulação. O intuito do projeto é atuar na construção do debate por meio da interseção de formação de público e construção de conhecimento. O cineclube é ponto de contato em que em coletivo assistimos e discutimos sobre essas obras. Como resultado almejamos contribuir para a formação de repertório crítico do público em geral escolhendo filmes que permitam abordar temas caros aos debates contemporâneos como autoritarismo democracia cidadania racismo entre outros. Ainda visa ratificar a importância do cinema e do acesso a obras que se encontram distantes e inacessíveis a um público que não tem meios de acesso seja por questões financeiras ou até mesmo geográficas que envolvem a localização das redes de cinema que se encontram em sua maior parte em áreas nobres da cidade do rio de janeiro.","Flaviano Bugatti Isolan"
"FLUXOS - CATÁLOGO DE CONTEÚDOS AUDIOVISUAIS DA FCS","O presente projeto visa a manutenção e o desenvolvimento de um catálogo digital de conteúdos audiovisuais sendo estes conteúdos áudios vídeos e fotografias e estando incluídos neste universo produtos finalizados e materiais brutos produzidos pela faculdade de comunicação social (fcs) da uerj. Dentre as ações a serem desenvolvidas estão a definição de normas e sistematização de conteúdos novos e antigos para que as produções sejam incluídas de forma continuada no catálogo fazendo com que o mesmo esteja sempre sendo atualizado assim como o trabalho em foco dos bolsistas na alimentação do catálogo junto aos diversos projetos disciplinas e laboratórios da fcs nos cursos de graduação pós-graduação e especialização. é preciso ressaltar que sem nenhuma política de preservação das produções da fcs desde de seu surgimento é fato que grande parte das produções e conteúdos já tenha se perdido. E o que não se perdeu e as produções recentes e futuras podem seguir o mesmo caminho. Um material não mapeado não identificado e não catalogado não existe não tem funcionalidade e corre sério risco de se perder de ser descartado justamente por não ser acessado preservado replicado e utilizado a partir das suas matrizes. Estes conteúdos representam toda uma produção acadêmica cultural e educacional que precisa ser organizada visibilizada e fomentada para motivar pesquisa e educação e desta forma colaborar também para salvaguardar a memória da faculdade de comunicação social e da própria uerj. Vale ressaltar que a fcs completa 40 anos em 2026 e uma ação como a organização deste acervo via catálogo ampliará as relações de troca entre comunidade universitária e comunidades externa no incentivo a pesquisa e novas produções. A estrutura de banco de dados (repositório digital) do catálogo já existe e foi criado por um projeto protec agora necessita de implementação e desenvolvimento em ações continuas de mapeamento identificação e catalogação dos conteúdos.","Leandro Baptista De Almeida"
"UM NOVO OLHAR PARA UERJ COM O CINEFEST E CINEVISITA","O projeto reúne duas ações articuladas no campo do audiovisual: o cinefest uerj sem muros e o cinevisita meu rolê na uerj desenvolvidas no contexto do evento uerj sem muros. Ambas visam estimular a expressão crítica a criatividade e o sentimento de pertencimento por meio da produção de curtas-metragens realizados por estudantes. O cinefest uerj sem muros é um festival que busca valorizar e difundir produções audiovisuais realizadas por estudantes da uerj abrangendo os cursos de graduação pós-graduação e extensão de todos os campi além do ensino médio do instituto de aplicação fernando rodrigues da silveira (cap-uerj). Os filmes inscritos devem dialogar com o tema proposto anualmente para o evento uerj sem muros e podem ser realizados com os recursos disponíveis aos estudantes como aparelhos celulares por exemplo respeitando as linguagens e os formatos que integram seus repertórios cotidianos. Já o cinevisita meu rolê na uerj tem como objetivo acolher estudantes da rede pública e privada do estado do rio de janeiro que visitam a universidade durante o evento uerj sem muros ou em outras ocasiões. A partir de suas impressões experiências e trajetórias durante a visita os alunos produzem vídeos curtos nos quais registram com liberdade de linguagem suas percepções sobre o espaço universitário utilizando o audiovisual como ferramenta de aproximação e reconhecimento da universidade como possibilidade de futuro. Ambas as ações fortalecem o diálogo entre a universidade e a sociedade promovendo a circulação de saberes o estímulo à criação e o acesso democrático à produção cultural.","João Ricardo Da Silva Gomes De Oliveira"
